"Scenario";"Region";"Carrier";"Indicator";"Year.x";"ymax";"ymin"
"2DS";"EU";"Oil";"TFC";2033;52.5631701115824;43.2999599519423
"2DS";"EU";"Oil";"TFC";2034;49.8151141663813;39.0708850620745
"2DS";"EU";"Oil";"TFC";2035;47.0670582211802;34.8418101722066
"2DS";"EU";"Oil";"TFC";2036;44.3190022759791;32.3428113736484
"2DS";"EU";"Oil";"TFC";2037;41.570946330778;29.8438125750901
"2DS";"EU";"Oil";"TFC";2038;38.8228903855769;27.3448137765318
"2DS";"EU";"Oil";"TFC";2039;36.0748344403758;24.8458149779736
"2DS";"EU";"Oil";"TFC";2040;33.3267784951748;22.3468161794153
"2DS";"EU";"Total";"TFC";1990;121.038817719773;117.146011479015
"2DS";"EU";"Total";"TFC";1991;119.986876833784;116.288710905065
"2DS";"EU";"Total";"TFC";1992;118.934935947796;115.431410331114
"2DS";"EU";"Total";"TFC";1993;117.882995061807;114.574109757163
"2DS";"EU";"Total";"TFC";1994;116.831054175819;113.716809183212
"2DS";"EU";"Total";"TFC";1995;115.77911328983;112.859508609262
"2DS";"EU";"Total";"TFC";1996;114.727172403841;112.002208035311
"2DS";"EU";"Total";"TFC";1997;113.675231517853;111.14490746136
"2DS";"EU";"Total";"TFC";1998;112.623290631864;110.287606887409
"2DS";"EU";"Total";"TFC";1999;111.571349745875;109.430306313458
"2DS";"EU";"Total";"TFC";2000;111.561343313931;106.186144760098
"2DS";"EU";"Total";"TFC";2001;110.405208982537;105.567530284088
"2DS";"EU";"Total";"TFC";2002;109.249074651144;104.948915808079
"2DS";"EU";"Total";"TFC";2003;108.092940319751;104.330301332069
"2DS";"EU";"Total";"TFC";2004;106.936805988358;103.711686856059
"2DS";"EU";"Total";"TFC";2005;105.780671656965;103.093072380049
"2DS";"EU";"Total";"TFC";2006;104.624537325572;102.474457904039
"2DS";"EU";"Total";"TFC";2007;103.468402994179;101.855843428029
"2DS";"EU";"Total";"TFC";2008;102.312268662786;101.23722895202
"2DS";"EU";"Total";"TFC";2009;101.156134331393;100.61861447601
"2DS";"EU";"Total";"TFC";2010;100;100
"2DS";"EU";"Total";"TFC";2011;99.3813855239902;98.843865668607
"2DS";"EU";"Total";"TFC";2012;98.7627710479804;97.6877313372139
"2DS";"EU";"Total";"TFC";2013;98.1441565719705;96.5315970058208
"2DS";"EU";"Total";"TFC";2014;97.5255420959607;95.3754626744278
"2DS";"EU";"Total";"TFC";2015;96.9069276199508;94.2193283430347
"2DS";"EU";"Total";"TFC";2016;96.288313143941;92.548624226799
"2DS";"EU";"Total";"TFC";2017;94.5103054513754;90.8779201105632
"2DS";"EU";"Total";"TFC";2018;92.7322977588098;89.2072159943274
"2DS";"EU";"Total";"TFC";2019;91.5830720100444;87.5365118780916
"2DS";"EU";"Total";"TFC";2020;90.7412391208442;85.8658077618559
"2DS";"EU";"Total";"TFC";2021;88.5231729954186;84.1951036456201
"2DS";"EU";"Total";"TFC";2022;86.305106869993;82.5243995293843
"2DS";"EU";"Total";"TFC";2023;84.0870407445675;80.8536954131485
"2DS";"EU";"Total";"TFC";2024;82.0642516034162;78.7440065715131
"2DS";"EU";"Total";"TFC";2025;80.2862439108505;76.4050451688686
"2DS";"EU";"Total";"TFC";2026;77.4328423682907;74.0660837662241
"2DS";"EU";"Total";"TFC";2027;75.2147762428651;71.7271223635795
"2DS";"EU";"Total";"TFC";2028;72.9967101174395;69.388160960935
"2DS";"EU";"Total";"TFC";2029;70.778643992014;65.8843816010691
"2DS";"EU";"Total";"TFC";2030;68.5605778665884;62.2839160236237
"2DS";"EU";"Total";"TFC";2031;66.3364937176622;58.442039918955
"2DS";"EU";"Total";"TFC";2032;64.112409568736;54.6001638142863
"2DS";"EU";"Total";"TFC";2033;61.8883254198098;50.7582877096176
"2DS";"EU";"Total";"TFC";2034;59.6642412708836;46.9164116049489
"2DS";"EU";"Total";"TFC";2035;57.4401571219575;43.0745355002802
"2DS";"EU";"Total";"TFC";2036;55.2160729730313;40.6397378971419
"2DS";"EU";"Total";"TFC";2037;52.9919888241051;38.2049402940035
"2DS";"EU";"Total";"TFC";2038;50.7679046751789;35.7701426908652
"2DS";"EU";"Total";"TFC";2039;48.5438205262527;33.3353450877269
"2DS";"EU";"Total";"TFC";2040;46.3197363773266;30.9005474845885
"2DS";"EU";"Transport";"TFC";1990;89.8351297749142;89.3126887108442
"2DS";"EU";"Transport";"TFC";1991;90.3433732861685;89.847054275302
"2DS";"EU";"Transport";"TFC";1992;90.8516167974227;90.3814198397598
"2DS";"EU";"Transport";"TFC";1993;91.359860308677;90.9157854042176
"2DS";"EU";"Transport";"TFC";1994;91.8681038199313;91.4501509686753
"2DS";"EU";"Transport";"TFC";1995;92.3763473311856;91.9845165331331
"2DS";"EU";"Transport";"TFC";1996;92.8845908424399;92.5188820975909
"2DS";"EU";"Transport";"TFC";1997;93.3928343536942;93.0532476620487
"2DS";"EU";"Transport";"TFC";1998;93.9010778649485;93.5876132265065
"2DS";"EU";"Transport";"TFC";1999;94.4093213762028;94.1219787909643
"2DS";"EU";"Transport";"TFC";2000;100.727782322068;94.6563443554221
"2DS";"EU";"Transport";"TFC";2001;100.655004089862;95.1907099198799
"2DS";"EU";"Transport";"TFC";2002;100.582225857655;95.7250754843377
"2DS";"EU";"Transport";"TFC";2003;100.509447625448;96.2594410487955
"2DS";"EU";"Transport";"TFC";2004;100.436669393241;96.7938066132533
"2DS";"EU";"Transport";"TFC";2005;100.363891161034;97.3281721777111
"2DS";"EU";"Transport";"TFC";2006;100.291112928827;97.8625377421688
"2DS";"EU";"Transport";"TFC";2007;100.218334696621;98.3969033066266
"2DS";"EU";"Transport";"TFC";2008;100.145556464414;98.9312688710844
"2DS";"EU";"Transport";"TFC";2009;100.072778232207;99.4656344355422
"2DS";"EU";"Transport";"TFC";2010;100;100
"2DS";"EU";"Transport";"TFC";2011;100.534365564458;99.9272217677932
"2DS";"EU";"Transport";"TFC";2012;101.068731128916;99.8544435355863
"2DS";"EU";"Transport";"TFC";2013;101.603096693373;99.7816653033795
"2DS";"EU";"Transport";"TFC";2014;102.137462257831;99.7088870711727
"2DS";"EU";"Transport";"TFC";2015;100.653335921174;98.8290393961812
"2DS";"EU";"Transport";"TFC";2016;99.1692095845177;97.3032957152695
"2DS";"EU";"Transport";"TFC";2017;97.6850832478609;94.9704825915732
"2DS";"EU";"Transport";"TFC";2018;96.2009569112042;92.6376694678768
"2DS";"EU";"Transport";"TFC";2019;94.7168305745474;90.3048563441805
"2DS";"EU";"Transport";"TFC";2020;93.2327042378907;87.9720432204842
"2DS";"EU";"Transport";"TFC";2021;90.4425084080033;85.6392300967878
"2DS";"EU";"Transport";"TFC";2022;87.6523125781159;83.3064169730915
"2DS";"EU";"Transport";"TFC";2023;84.8621167482285;80.9736038493952
"2DS";"EU";"Transport";"TFC";2024;82.0719209183412;78.6407907256989
"2DS";"EU";"Transport";"TFC";2025;79.2817250884538;76.3079776020025
"2DS";"EU";"Transport";"TFC";2026;76.4915292585664;72.5553838562423
"2DS";"EU";"Transport";"TFC";2027;73.701333428679;68.8027901104822
"2DS";"EU";"Transport";"TFC";2028;70.9111375987916;65.050196364722
"2DS";"EU";"Transport";"TFC";2029;68.1209417689042;61.2976026189618
"2DS";"EU";"Transport";"TFC";2030;65.3307459390169;57.5450088732016
"2DS";"EU";"Transport";"TFC";2031;62.3866388716188;54.6193135136458
"2DS";"EU";"Transport";"TFC";2032;59.4425318042207;51.69361815409
"2DS";"EU";"Transport";"TFC";2033;56.4984247368226;48.7679227945342
"2DS";"EU";"Transport";"TFC";2034;53.5543176694245;45.8422274349785
"2DS";"EU";"Transport";"TFC";2035;50.6102106020265;42.9165320754227
"2DS";"EU";"Transport";"TFC";2036;47.6661035346284;39.9908367158669
"2DS";"EU";"Transport";"TFC";2037;44.7219964672303;37.0651413563111
"2DS";"EU";"Transport";"TFC";2038;41.7778893998322;34.1394459967553
"2DS";"EU";"Transport";"TFC";2039;38.8337823324342;31.2137506371995
"2DS";"EU";"Transport";"TFC";2040;35.8896752650361;28.2880552776437
"2DS";"EU";"Total";"Industry";2000;128.71012482663;128.71012482663
"2DS";"EU";"Total";"Industry";2001;125.839112343967;125.839112343967
"2DS";"EU";"Total";"Industry";2002;122.968099861304;122.968099861304
"2DS";"EU";"Total";"Industry";2003;120.097087378641;120.097087378641
"2DS";"EU";"Total";"Industry";2004;117.226074895978;117.226074895978
"2DS";"EU";"Total";"Industry";2005;114.355062413315;114.355062413315
"2DS";"EU";"Total";"Industry";2006;111.484049930652;111.484049930652
"2DS";"EU";"Total";"Industry";2007;108.613037447989;108.613037447989
"2DS";"EU";"Total";"Industry";2008;105.742024965326;105.742024965326
"2DS";"EU";"Total";"Industry";2009;102.871012482663;102.871012482663
"2DS";"EU";"Total";"Industry";2010;100;100
"2DS";"EU";"Total";"Industry";2011;97.128987517337;97.128987517337
"2DS";"EU";"Total";"Industry";2012;94.2579750346741;94.2579750346741
"2DS";"EU";"Total";"Industry";2013;91.3869625520111;91.3869625520111
"2DS";"EU";"Total";"Industry";2014;88.5159500693481;88.5159500693481
"2DS";"EU";"Total";"Industry";2015;85.6449375866852;85.6449375866852
"2DS";"EU";"Total";"Industry";2016;82.7739251040222;82.7739251040222
"2DS";"EU";"Total";"Industry";2017;82.0095546309139;82.0095546309139
"2DS";"EU";"Total";"Industry";2018;81.2451841578055;81.2451841578055
"2DS";"EU";"Total";"Industry";2019;80.4808136846972;80.4808136846972
"2DS";"EU";"Total";"Industry";2020;79.7164432115888;79.7164432115888
"2DS";"EU";"Total";"Industry";2021;78.9520727384805;78.9520727384805
"2DS";"EU";"Total";"Industry";2022;78.1877022653722;78.1877022653722
"2DS";"EU";"Total";"Industry";2023;77.4233317922638;77.4233317922638
"2DS";"EU";"Total";"Industry";2024;76.6589613191555;76.6589613191555
"2DS";"EU";"Total";"Industry";2025;75.8945908460472;75.8945908460472
"2DS";"EU";"Total";"Industry";2026;74.1636615811373;74.1636615811373
"2DS";"EU";"Total";"Industry";2027;72.4327323162275;72.4327323162275
"2DS";"EU";"Total";"Industry";2028;70.7018030513176;70.7018030513176
"2DS";"EU";"Total";"Industry";2029;68.9708737864078;68.9708737864078
"2DS";"EU";"Total";"Industry";2030;67.2399445214979;67.2399445214979
"2DS";"EU";"Total";"Industry";2031;65.2427184466019;65.2427184466019
"2DS";"EU";"Total";"Industry";2032;63.245492371706;63.245492371706
"2DS";"EU";"Total";"Industry";2033;61.24826629681;61.24826629681
"2DS";"EU";"Total";"Industry";2034;59.251040221914;59.251040221914
"2DS";"EU";"Total";"Industry";2035;57.253814147018;57.253814147018
"2DS";"EU";"Total";"Industry";2036;55.6116504854369;55.6116504854369
"2DS";"EU";"Total";"Industry";2037;53.9694868238558;53.9694868238558
"2DS";"EU";"Total";"Industry";2038;52.3273231622746;52.3273231622746
"2DS";"EU";"Total";"Industry";2039;50.6851595006935;50.6851595006935
"2DS";"EU";"Total";"Industry";2040;49.0429958391123;49.0429958391123
"2DS";"INDIA";"Coal";"TFC";1990;48.3727565868607;37.9736551577689
"2DS";"INDIA";"Coal";"TFC";1991;50.9541187575177;41.0749723998805
"2DS";"INDIA";"Coal";"TFC";1992;53.5354809281746;44.176289641992
"2DS";"INDIA";"Coal";"TFC";1993;56.1168430988316;47.2776068841036
"2DS";"INDIA";"Coal";"TFC";1994;58.6982052694886;50.3789241262152
"2DS";"INDIA";"Coal";"TFC";1995;61.2795674401455;53.4802413683267
"2DS";"INDIA";"Coal";"TFC";1996;63.8609296108025;56.5815586104383
"2DS";"INDIA";"Coal";"TFC";1997;66.4422917814594;59.6828758525498
"2DS";"INDIA";"Coal";"TFC";1998;69.0236539521164;62.7841930946614
"2DS";"INDIA";"Coal";"TFC";1999;71.6050161227734;65.8855103367729
"2DS";"INDIA";"Coal";"TFC";2000;74.1863782934304;43.5863543043564
"2DS";"INDIA";"Coal";"TFC";2001;76.7677404640873;49.2277188739207
"2DS";"INDIA";"Coal";"TFC";2002;79.3491026347443;54.8690834434851
"2DS";"INDIA";"Coal";"TFC";2003;81.9304648054013;60.5104480130495
"2DS";"INDIA";"Coal";"TFC";2004;84.5118269760582;66.1518125826138
"2DS";"INDIA";"Coal";"TFC";2005;87.0931891467152;71.7931771521782
"2DS";"INDIA";"Coal";"TFC";2006;89.6745513173721;77.4345417217426
"2DS";"INDIA";"Coal";"TFC";2007;92.2559134880291;83.0759062913069
"2DS";"INDIA";"Coal";"TFC";2008;94.8372756586861;88.7172708608713
"2DS";"INDIA";"Coal";"TFC";2009;97.418637829343;94.3586354304356
"2DS";"INDIA";"Coal";"TFC";2010;100;100
"2DS";"INDIA";"Coal";"TFC";2011;105.641364569564;102.581362170657
"2DS";"INDIA";"Coal";"TFC";2012;111.282729139129;105.162724341314
"2DS";"INDIA";"Coal";"TFC";2013;116.924093708693;108.940465803755
"2DS";"INDIA";"Coal";"TFC";2014;122.565458278257;112.405268968446
"2DS";"INDIA";"Coal";"TFC";2015;128.206822847822;118.51934616899
"2DS";"INDIA";"Coal";"TFC";2016;135.638666271164;124.633423369535
"2DS";"INDIA";"Coal";"TFC";2017;143.070509694506;129.905216704436
"2DS";"INDIA";"Coal";"TFC";2018;151.27674258109;134.85371517706
"2DS";"INDIA";"Coal";"TFC";2019;160.857386432834;139.802213649685
"2DS";"INDIA";"Coal";"TFC";2020;170.438030284578;144.750712122309
"2DS";"INDIA";"Coal";"TFC";2021;180.018674136321;148.647069585098
"2DS";"INDIA";"Coal";"TFC";2022;189.599317988065;152.543427047887
"2DS";"INDIA";"Coal";"TFC";2023;199.179961839808;156.439784510676
"2DS";"INDIA";"Coal";"TFC";2024;208.760605691552;160.336141973465
"2DS";"INDIA";"Coal";"TFC";2025;218.341249543296;164.232499436254
"2DS";"INDIA";"Coal";"TFC";2026;227.402265253928;168.128856899043
"2DS";"INDIA";"Coal";"TFC";2027;236.46328096456;172.025214361832
"2DS";"INDIA";"Coal";"TFC";2028;245.524296675192;175.921571824621
"2DS";"INDIA";"Coal";"TFC";2029;254.585312385824;179.81792928741
"2DS";"INDIA";"Coal";"TFC";2030;263.646328096456;183.714286750199
"2DS";"INDIA";"Coal";"TFC";2031;270.895140664962;185.610417204017
"2DS";"INDIA";"Coal";"TFC";2032;278.143953233467;187.506547657834
"2DS";"INDIA";"Coal";"TFC";2033;285.392765801973;189.402678111652
"2DS";"INDIA";"Coal";"TFC";2034;292.641578370479;191.298808565469
"2DS";"INDIA";"Coal";"TFC";2035;299.890390938984;193.194939019287
"2DS";"INDIA";"Coal";"TFC";2036;306.145414687614;195.091069473105
"2DS";"INDIA";"Coal";"TFC";2037;312.400438436244;196.987199926922
"2DS";"INDIA";"Coal";"TFC";2038;318.655462184874;198.88333038074
"2DS";"INDIA";"Coal";"TFC";2039;324.910485933504;200.779460834557
"2DS";"INDIA";"Coal";"TFC";2040;331.165509682134;202.675591288375
"2DS";"INDIA";"Gas";"TFC";1990;19.6418420535859;4.08743647893368
"2DS";"INDIA";"Gas";"TFC";1991;23.6597499509066;8.883064654987
"2DS";"INDIA";"Gas";"TFC";1992;27.6776578482273;13.6786928310403
"2DS";"INDIA";"Gas";"TFC";1993;31.695565745548;18.4743210070936
"2DS";"INDIA";"Gas";"TFC";1994;35.7134736428687;23.2699491831469
"2DS";"INDIA";"Gas";"TFC";1995;39.7313815401894;28.0655773592003
"2DS";"INDIA";"Gas";"TFC";1996;43.7492894375101;32.8612055352536
"2DS";"INDIA";"Gas";"TFC";1997;47.7671973348308;37.6568337113069
"2DS";"INDIA";"Gas";"TFC";1998;51.7851052321515;42.4524618873602
"2DS";"INDIA";"Gas";"TFC";1999;55.8030131294722;47.2480900634135
"2DS";"INDIA";"Gas";"TFC";2000;59.8209210267929;17.4291271349593
"2DS";"INDIA";"Gas";"TFC";2001;63.8388289241137;25.6862144214634
"2DS";"INDIA";"Gas";"TFC";2002;67.8567368214344;33.9433017079675
"2DS";"INDIA";"Gas";"TFC";2003;71.8746447187551;42.2003889944715
"2DS";"INDIA";"Gas";"TFC";2004;75.8925526160758;50.4574762809756
"2DS";"INDIA";"Gas";"TFC";2005;79.9104605133965;58.7145635674797
"2DS";"INDIA";"Gas";"TFC";2006;83.9283684107172;66.9716508539837
"2DS";"INDIA";"Gas";"TFC";2007;87.9462763080379;75.2287381404878
"2DS";"INDIA";"Gas";"TFC";2008;91.9641842053586;83.4858254269919
"2DS";"INDIA";"Gas";"TFC";2009;95.9820921026793;91.7429127134959
"2DS";"INDIA";"Gas";"TFC";2010;100;100
"2DS";"INDIA";"Gas";"TFC";2011;108.257087286504;104.017907897321
"2DS";"INDIA";"Gas";"TFC";2012;116.514174573008;108.035815794641
"2DS";"INDIA";"Gas";"TFC";2013;124.771261859512;113.831538127927
"2DS";"INDIA";"Gas";"TFC";2014;133.028349146016;118.442050837235
"2DS";"INDIA";"Gas";"TFC";2015;150.183558199893;126.991118508935
"2DS";"INDIA";"Gas";"TFC";2016;181.92506556255;133.293235499323
"2DS";"INDIA";"Gas";"TFC";2017;213.666572925208;139.59535248971
"2DS";"INDIA";"Gas";"TFC";2018;245.408080287865;145.897469480098
"2DS";"INDIA";"Gas";"TFC";2019;277.149587650523;152.199586470485
"2DS";"INDIA";"Gas";"TFC";2020;308.89109501318;158.501703460873
"2DS";"INDIA";"Gas";"TFC";2021;326.697273817672;166.837172376698
"2DS";"INDIA";"Gas";"TFC";2022;344.503452622163;175.172641292522
"2DS";"INDIA";"Gas";"TFC";2023;362.309631426655;183.508110208347
"2DS";"INDIA";"Gas";"TFC";2024;380.115810231146;191.843579124172
"2DS";"INDIA";"Gas";"TFC";2025;399.549468283605;200.179048039997
"2DS";"INDIA";"Gas";"TFC";2026;419.047729671085;207.851297310064
"2DS";"INDIA";"Gas";"TFC";2027;438.545991058564;215.411661148682
"2DS";"INDIA";"Gas";"TFC";2028;458.044252446044;222.972024987301
"2DS";"INDIA";"Gas";"TFC";2029;477.542513833523;230.532388825919
"2DS";"INDIA";"Gas";"TFC";2030;497.040775221003;238.092752664538
"2DS";"INDIA";"Gas";"TFC";2031;510.097792320448;252.629724307496
"2DS";"INDIA";"Gas";"TFC";2032;531.553103971701;267.166695950454
"2DS";"INDIA";"Gas";"TFC";2033;553.853214428505;281.703667593412
"2DS";"INDIA";"Gas";"TFC";2034;576.153324885308;296.240639236371
"2DS";"INDIA";"Gas";"TFC";2035;598.453435342111;310.777610879329
"2DS";"INDIA";"Gas";"TFC";2036;620.753545798914;325.314582522287
"2DS";"INDIA";"Gas";"TFC";2037;643.053656255718;339.851554165246
"2DS";"INDIA";"Gas";"TFC";2038;665.353766712521;354.388525808204
"2DS";"INDIA";"Gas";"TFC";2039;687.653877169324;368.925497451162
"2DS";"INDIA";"Gas";"TFC";2040;709.953987626127;383.46246909412
"2DS";"INDIA";"Oil";"TFC";1990;36.0435750867342;34.9400200025267
"2DS";"INDIA";"Oil";"TFC";1991;39.2413963323975;38.1930190024003
"2DS";"INDIA";"Oil";"TFC";1992;42.4392175780608;41.446018002274
"2DS";"INDIA";"Oil";"TFC";1993;45.637038823724;44.6990170021476
"2DS";"INDIA";"Oil";"TFC";1994;48.8348600693873;47.9520160020213
"2DS";"INDIA";"Oil";"TFC";1995;52.0326813150506;51.205015001895
"2DS";"INDIA";"Oil";"TFC";1996;55.2305025607139;54.4580140017687
"2DS";"INDIA";"Oil";"TFC";1997;58.4283238063772;57.7110130016423
"2DS";"INDIA";"Oil";"TFC";1998;61.6261450520405;60.964012001516
"2DS";"INDIA";"Oil";"TFC";1999;64.8239662977038;64.2170110013897
"2DS";"INDIA";"Oil";"TFC";2000;68.0217875433671;59.9348534201954
"2DS";"INDIA";"Oil";"TFC";2001;71.2196087890304;63.9413680781759
"2DS";"INDIA";"Oil";"TFC";2002;74.4174300346937;67.9478827361563
"2DS";"INDIA";"Oil";"TFC";2003;77.615251280357;71.9543973941368
"2DS";"INDIA";"Oil";"TFC";2004;80.8130725260202;75.9609120521173
"2DS";"INDIA";"Oil";"TFC";2005;84.0108937716835;79.9674267100977
"2DS";"INDIA";"Oil";"TFC";2006;87.2087150173468;83.9739413680782
"2DS";"INDIA";"Oil";"TFC";2007;90.4065362630101;87.9804560260586
"2DS";"INDIA";"Oil";"TFC";2008;93.6043575086734;91.9869706840391
"2DS";"INDIA";"Oil";"TFC";2009;96.8021787543367;95.9934853420195
"2DS";"INDIA";"Oil";"TFC";2010;100;100
"2DS";"INDIA";"Oil";"TFC";2011;104.00651465798;103.197821245663
"2DS";"INDIA";"Oil";"TFC";2012;108.013029315961;106.395642491327
"2DS";"INDIA";"Oil";"TFC";2013;112.019543973941;109.633247844274
"2DS";"INDIA";"Oil";"TFC";2014;116.026058631922;113.011995999495
"2DS";"INDIA";"Oil";"TFC";2015;120.032573289902;119.009860614745
"2DS";"INDIA";"Oil";"TFC";2016;125.595196439319;124.039087947883
"2DS";"INDIA";"Oil";"TFC";2017;131.886796659231;128.179515019906
"2DS";"INDIA";"Oil";"TFC";2018;138.178396879143;132.319942091929
"2DS";"INDIA";"Oil";"TFC";2019;144.469997099055;136.460369163952
"2DS";"INDIA";"Oil";"TFC";2020;150.761597318967;140.600796235975
"2DS";"INDIA";"Oil";"TFC";2021;155.483009683176;144.741223307999
"2DS";"INDIA";"Oil";"TFC";2022;160.204422047385;148.881650380022
"2DS";"INDIA";"Oil";"TFC";2023;164.925834411595;152.467091148715
"2DS";"INDIA";"Oil";"TFC";2024;169.647246775804;155.951912403097
"2DS";"INDIA";"Oil";"TFC";2025;174.571637321622;159.43673365748
"2DS";"INDIA";"Oil";"TFC";2026;179.588190348891;162.921554911863
"2DS";"INDIA";"Oil";"TFC";2027;184.60474337616;166.406376166245
"2DS";"INDIA";"Oil";"TFC";2028;189.621296403428;169.891197420628
"2DS";"INDIA";"Oil";"TFC";2029;194.637849430697;173.37601867501
"2DS";"INDIA";"Oil";"TFC";2030;199.654402457966;176.860839929393
